org,teamproject,repo,pipeline,url,serviceConnection,github_org,github_repo
rajithaj1024,Migration-Project,Ado2gh-testing,Ado2gh-testing,https://dev.azure.com/rajithaj1024/Migration-Project/_build?definitionId=10,8dc93c18-99f0-4222-b6a9-b40e49375151,jatothuado2gh,time4
